"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FTSM","First Trust Enhanced Short Maturity ETF","59.95","$4.12B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftsm",
"FEP","First Trust Europe AlphaDEX Fund","33.27","$603.85M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fep",
"FEUZ","First Trust Eurozone AlphaDEX ETF","36.2825","$52.61M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/feuz",
"FGM","First Trust Germany AlphaDEX Fund","40.65","$136.18M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fgm",
"FTGC","First Trust Global Tactical Commodity Strategy Fund","18.57","$170.91M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftgc",
"FTLB","First Trust Hedged BuyWrite Income ETF","20.885","$9.4M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftlb",
"HYLS","First Trust High Yield Long/Short ETF","46.58","$1.16B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hyls",
"FHK","First Trust Hong Kong AlphaDEX Fund","34.59","$3.46M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fhk",
"NFTY","First Trust India Nifty 50 Equal Weight ETF","34.27","$3.43M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nfty",
"FTAG","First Trust Indxx Global Agriculture ETF","23.2","$4.41M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftag",
"FTRI","First Trust Indxx Global Natural Resources Income ETF","11.57","$8.1M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftri",
"LEGR","First Trust Indxx Innovative Transaction & Process ETF","26.9974","$39.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/legr",
"FPXI","First Trust International Equity Opportunities ETF","32.3306","$19.4M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fpxi",
"FPXE","First Trust IPOX Europe Equity Opportunities ETF","17.89","$1.79M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fpxe",
"FJP","First Trust Japan AlphaDEX Fund","49.65","$156.4M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fjp",
"FEX","First Trust Large Cap Core AlphaDEX Fund","55.43","$1.29B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fex",
"FTC","First Trust Large Cap Growth AlphaDEX Fund","60.82","$851.48M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftc",
"RNLC","First Trust Large Cap US Equity Select ETF","20.4391","$16.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnlc",
"FTA","First Trust Large Cap Value AlphaDEX Fund","49.23","$1.07B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fta",
"FLN","First Trust Latin America AlphaDEX Fund","20.56","$16.45M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fln",
"LMBS","First Trust Low Duration Opportunities ETF","51.01","$2.23B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lmbs",
"LDSF","First Trust Low Duration Strategic Focus ETF","20.22","$2.02M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ldsf",
"FMB","First Trust Managed Municipal ETF","52.74","$527.4M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fmb",
"FMK","First Trust Mega Cap AlphaDEX Fund","33.23","$24.92M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fmk",
"FNX","First Trust Mid Cap Core AlphaDEX Fund","62.9723","$799.75M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fnx",
"FNY","First Trust Mid Cap Growth AlphaDEX Fund","39.6","$205.92M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fny",
"RNMC","First Trust Mid Cap US Equity Select ETF","20.138","$13.09M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnmc",
"FNK","First Trust Mid Cap Value AlphaDEX Fund","33.06","$51.24M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fnk",
"FAD","First Trust Multi Cap Growth AlphaDEX Fund","65.66","$160.87M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fad",
"FAB","First Trust Multi Cap Value AlphaDEX Fund","51.55","$85.06M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fab",
"MDIV","First Trust Multi-Asset Diversified Income Index Fund","17.7773","$604.43M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mdiv",
"MCEF","First Trust Municipal CEF Income Opportunity ETF","17.7309","$8.87M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mcef",
"FMHI","First Trust Municipal High Income ETF","49.9827","$34.99M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fmhi",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","47.39","$225.1M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qaba",
"ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF","27.9","$30.69M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/robt",
"FTXO","First Trust Nasdaq Bank ETF","25.31","$172.11M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxo",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","18.33","$86.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","41.6126","$24.97M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/grid",
"CIBR","First Trust NASDAQ Cybersecurity ETF","24.78","$691.36M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cibr",
"FTXG","First Trust Nasdaq Food & Beverage ETF","19.11","$955538.22","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxg",
"CARZ","First Trust NASDAQ Global Auto Index Fund","33.11","$23.18M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/carz",
"FTXN","First Trust Nasdaq Oil & Gas ETF","18.075","$15.36M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxn",
"FTXH","First Trust Nasdaq Pharmaceuticals ETF","20.06","$4.01M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxh",
"FTXD","First Trust Nasdaq Retail ETF","21.7403","$9.78M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxd",
"FTXL","First Trust Nasdaq Semiconductor ETF","26.62","$19.97M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxl",
"FONE","First Trust NASDAQ Smartphone Index Fund","44.161","$13.25M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fone",
"TDIV","First Trust NASDAQ Technology Dividend Index Fund","34.6","$858.25M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tdiv",
"FTXR","First Trust Nasdaq Transportation ETF","22.68","$2.27M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxr",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","57.99","$510.31M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","48.959","$83.23M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100- Technology Index Fund","71.03","$1.99B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qtec",
"AIRR","First Trust RBA American Industrial Renaissance ETF","23.22","$118.42M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/airr",
"RDVY","First Trust Rising Dividend Achievers ETF","28.39","$617.48M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rdvy",
"RFAP","First Trust RiverFront Dynamic Asia Pacific ETF","50.2564","$40.21M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfap",
"RFDI","First Trust RiverFront Dynamic Developed International ETF","54.23","$341.65M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfdi",
"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","58.9908","$100.28M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfem",
"RFEU","First Trust RiverFront Dynamic Europe ETF","55.7782","$72.51M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfeu",
"FID","First Trust S&P International Dividend Aristocrats ETF","16.62","$11.63M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fid",
"FTSL","First Trust Senior Loan Fund ETF","46.87","$1.58B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftsl",
"FYX","First Trust Small Cap Core AlphaDEX Fund","58.82","$564.67M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyx",
"FYC","First Trust Small Cap Growth AlphaDEX Fund","43","$277.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyc",
"RNSC","First Trust Small Cap US Equity Select ETF","20.1802","$5.05M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnsc",
"FYT","First Trust Small Cap Value AlphaDEX Fund","34.02","$59.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyt",
"SDVY","First Trust SMID Cap Rising Dividend Achievers ETF","19.2133","$3.84M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sdvy",
"FKO","First Trust South Korea AlphaDEX Fund","22.9","$2.29M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","28.65","$157.58M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","48.03","$76.85M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","46.7738","$147.34M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fsz",
"FIXD","First Trust TCW Opportunistic Fixed Income ETF","49.46","$425.36M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fixd",
"TUSA","First Trust Total US Market AlphaDEX ETF","31.355","$15.68M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","34.72","$8.68M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fku",
"RNDV","First Trust US Equity Dividend Select ETF","20.26","$5.07M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rndv",
"FUNC","First United Corporation","17.41","$123.34M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/func",
"FUSB","First US Bancshares, Inc.","8.2499","$51.95M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fusb",
"MYFW","First Western Financial, Inc.","14.25","$113.55M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/myfw",
"FCFS","FirstCash, Inc.","82.52","$3.62B","1991","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/fcfs",
"SVVC","Firsthand Technology Value Fund, Inc.","12.87","$92.39M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/svvc",
"FSV","FirstService Corporation","77.74","$2.69B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/fsv",
"FISV","Fiserv, Inc.","80.59","$31.52B","1986","Technology","EDP Services","https://www.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","123.44","$6.88B","2012","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","10.53","$373.45M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fprx",
"FVE","Five Star Senior Living Inc.","0.71","$35.9M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/fve",
"FIVN","Five9, Inc.","46.56","$2.74B","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/fivn",
"FLEX","Flex Ltd.","8.14","$4.29B","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/flex",
"FLKS","Flex Pharma, Inc.","0.33","$5.96M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/flks",
"FLXN","Flexion Therapeutics, Inc.","13.02","$492.89M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","49.31","$96.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/skor",
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","49.3","$27.12M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lkor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","23.0027","$74.76M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mbsd",
"ASET","FlexShares Real Assets Allocation Index Fund","26.9402","$14.14M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aset",
"ESGG","FlexShares STOXX Global ESG Impact Index Fund","89.3388","$75.94M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esgg",
"ESG","FlexShares STOXX US ESG Impact Index Fund","62.62","$32.88M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esg",
"QLC","FlexShares US Quality Large Cap Index Fund","31.8001","$60.42M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qlc",
"FPAY","FlexShopper, Inc.","0.86","$15.12M","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/fpay",
"FPAYW","FlexShopper, Inc.","0.2001","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/fpayw",
"FLXS","Flexsteel Industries, Inc.","24.26","$191.26M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/flxs",
"FLIR","FLIR Systems, Inc.","44.7","$6.18B","1993","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/flir",
"FLNT","Fluent, Inc.","4.63","$348.6M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/flnt",
"FLDM","Fluidigm Corporation","8.77","$427.06M","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","22.03","$616.87M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ffic",
"FNCB","FNCB Bancorp Inc.","9.7","$163.15M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fncb",
"FOMX","Foamix Pharmaceuticals Ltd.","3.76","$204.11M","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/fomx",
"FOCS","Focus Financial Partners Inc.","27.48","$1.9B","2018","Finance","Investment Managers","https://www.nasdaq.com/symbol/focs",
"FONR","Fonar Corporation","21.11","$136.9M","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/fonr",
"FSCT","ForeScout Technologies, Inc.","28","$1.2B","2017","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/fsct",
"FRSX","Foresight Autonomous Holdings Ltd.","1.77","$46.71M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/frsx",
"FORM","FormFactor, Inc.","13.2","$978.15M","2003","Technology","Semiconductors","https://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","38.7","$570.45M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","44.4","$810.92M","1996","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/forr",
"FRTA","Forterra, Inc.","4.54","$291.49M","2016","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/frta",
"FTNT","Fortinet, Inc.","71.48","$12.18B","2009","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ftnt",
"FBIO","Fortress Biotech, Inc.","1.06","$60.08M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fbio",
"FBIOP","Fortress Biotech, Inc.","17.243","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fbiop",
"FTSV","Forty Seven, Inc.","13.67","$424.65M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ftsv",
"FMCI","Forum Merger II Corporation","9.8","$251.42M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/fmci",
"FMCIU","Forum Merger II Corporation","10.24","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/fmciu",
"FMCIW","Forum Merger II Corporation","0.45","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/fmciw",
"FWRD","Forward Air Corporation","58","$1.69B","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.46","$13.92M","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","1.04","$49.44M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","17.17","$849.15M","1993","Consumer Non-Durables","Consumer Specialties","https://www.nasdaq.com/symbol/fosl",
"FOXF","Fox Factory Holding Corp.","60.65","$2.3B","2013","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/foxf",
"FRAN","Francesca&#39;s Holdings Corporation","0.7793","$28.19M","2011","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/fran",
"FELE","Franklin Electric Co., Inc.","46.04","$2.15B","n/a","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/fele",
"FKLY","Frankly, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fkly",
"FRED","Fred&#39;s, Inc.","2.62","$98.74M","1992","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/fred",
"RAIL","Freightcar America, Inc.","7.34","$91.47M","2005","Capital Goods","Railroads","https://www.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","10.8","$94.28M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/feim",
"FRPT","Freshpet, Inc.","37.55","$1.33B","2014","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/frpt",
"FTDR","frontdoor, inc.","29.09","$2.46B","n/a","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/ftdr",
"FTEO","FRONTEO, Inc.","14.5524","$277.32M","2013","n/a","n/a","https://www.nasdaq.com/symbol/fteo",
"FTR","Frontier Communications Corporation","2.21","$233.26M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ftr",
"FRPH","FRP Holdings, Inc.","47.55","$479.14M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/frph",
"FSBW","FS Bancorp, Inc.","47.97","$214.07M","2012","Finance","Banks","https://www.nasdaq.com/symbol/fsbw",
"FSBC","FSB Bancorp, Inc.","16.78","$32.61M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/fsbc",
"FTD","FTD Companies, Inc.","2.33","$65.76M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ftd",
"FTEK","Fuel Tech, Inc.","1.22","$29.49M","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/ftek",
"FCEL","FuelCell Energy, Inc.","0.5209","$54.12M","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/fcel",
"FLGT","Fulgent Genetics, Inc.","4.04","$73M","2016","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/flgt",
